date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-05-30,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
2020-05-31,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-01,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-02,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-03,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-04,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-05,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-06,5892039.0,14443.0,144578.0,1099.0,9267.0,,764.0,84.0,3.0,25.0,22406.0,9282.0,101.0,1105733.0,7185.0,13396.0,4989.0,101.0,10793.0,47153.0,92.0,41658.0,58854.0,18.0,239.0,140.0,43.0,8731.0,7.0,2494.0,35.0,465166.0,8.0,141.0,2513.0,855.0,63.0,125.0,5904.0,89407.0,421.0,141.0,1052.0,778.0,94858.0,84570.0,26688.0,62.0,604.0,,1022.0,2799.0,2246.0,2025.0,20.0,943.0,9319.0,3048.0,11633.0,3194.0,16.0,16908.0,38843.0,23449.0,2395.0,1728.0,39.0,7112.0,283.0,1063.0,1778234.0,984377.0,187.0,13.0,18.0,6591.0,8469.0,436.0,60.0,2655.0,25.0,783.0,182082.0,7768.0,153.0,2978.0,13.0,23.0,162.0,166.0,4607.0,252.0,3706.0,1256.0,150.0,1584.0,3573258.0,4886.0,3867.0,1820.0,182143.0,26473.0,741.0,148950.0,6179.0,24876.0,338.0,16970.0,232664.0,575.0,16851.0,292.0,662.0,10858.0,1888.0,,1064.0,26192.0,,19.0,1066.0,1191.0,2.0,294.0,118.0,83.0,1605.0,41513.0,618280.0,3088.0,758.0,279.0,7762.0,1672.0,1248.0,621.0,,200.0,483.0,335.0,1743.0,120229.0,,8098.0,59.0,179.0,3.0,11.0,7780.0,244.0,224.0,23.0,,1572.0,46488.0,19.0,1154.0,885.0,956.0,9855.0,,2045377.0,,2315.0,22.0,8434.0,8632.0,10423.0,66457.0,,626.0,12531.0,8.0,964.0,148285.0,17224.0,,23571.0,32863.0,1445.0,55262.0,471.0,19133.0,405843.0,359.0,6.0,,15.0,18.0,41.0,1.0,25.0,,689.0,479.0,83384.0,3535.0,11381.0,11.0,852.0,34366.0,78.0,1521.0,1473.0,,1916.0,30967.0,808738.0,11468.0,1147.0,247009.0,1633.0,4800.0,12.0,38396.0,30833.0,122.0,3807.0,509.0,3081.0,24.0,433.0,,,116.0,1076.0,163103.0,,12.0,,410.0,21766.0,33896.0,254220.0,1785422.0,69.0,1654638.0,816.0,,,12.0,1370.0,328.0,,310.0,1057.0,173.0
2020-06-07,6736701.0,19551.0,187924.0,1212.0,10050.0,,852.0,88.0,3.0,25.0,29703.0,13130.0,101.0,1323798.0,7255.0,13604.0,6860.0,103.0,14383.0,65769.0,92.0,46868.0,59689.0,19.0,268.0,141.0,59.0,12728.0,7.0,2646.0,40.0,645771.0,8.0,141.0,2711.0,889.0,83.0,126.0,7958.0,94324.0,542.0,164.0,1742.0,837.0,127745.0,84629.0,36635.0,71.0,683.0,,1228.0,3557.0,2247.0,2173.0,21.0,960.0,9670.0,3877.0,11924.0,4169.0,16.0,19195.0,42728.0,32612.0,2934.0,2188.0,41.0,7183.0,333.0,1934.0,1886235.0,1010034.0,187.0,13.0,18.0,6647.0,11214.0,639.0,60.0,3101.0,26.0,809.0,184436.0,9462.0,166.0,3113.0,13.0,23.0,164.0,171.0,6485.0,252.0,4117.0,1368.0,153.0,2924.0,3849071.0,5971.0,3970.0,1821.0,246628.0,31186.0,741.0,169425.0,11098.0,25163.0,338.0,17722.0,234801.0,595.0,17141.0,295.0,693.0,12694.0,2600.0,,1151.0,31131.0,,19.0,1088.0,1320.0,4.0,364.0,239.0,83.0,1649.0,53240.0,792162.0,3098.0,1026.0,409.0,8303.0,1903.0,1521.0,632.0,,202.0,947.0,337.0,2079.0,150785.0,,9511.0,59.0,193.0,3.0,11.0,8151.0,411.0,242.0,29.0,,3448.0,47714.0,20.0,1154.0,1309.0,970.0,12233.0,,2241611.0,,3154.0,26.0,8545.0,8712.0,16016.0,93983.0,,643.0,15463.0,8.0,1090.0,187400.0,21340.0,,25986.0,34974.0,1531.0,67195.0,480.0,20290.0,467673.0,431.0,6.0,,15.0,19.0,41.0,1.0,26.0,,697.0,513.0,98869.0,4249.0,11741.0,11.0,946.0,37527.0,77.0,1528.0,1485.0,,2289.0,45973.0,1087674.0,11776.0,1473.0,250038.0,1835.0,6081.0,90.0,44220.0,30930.0,125.0,4453.0,509.0,3112.0,24.0,487.0,,,117.0,1087.0,169218.0,,12.0,,606.0,24901.0,38268.0,263104.0,1935202.0,71.0,2037323.0,834.0,,,12.0,2145.0,329.0,,482.0,1154.0,279.0
2020-06-08,6736701.0,19551.0,187924.0,1212.0,10050.0,,852.0,88.0,3.0,25.0,29703.0,13130.0,101.0,1323798.0,7255.0,13604.0,6860.0,103.0,14383.0,65769.0,92.0,46868.0,59689.0,19.0,268.0,141.0,59.0,12728.0,7.0,2646.0,40.0,645771.0,8.0,141.0,2711.0,889.0,83.0,126.0,7958.0,94324.0,542.0,164.0,1742.0,837.0,127745.0,84629.0,36635.0,71.0,683.0,,1228.0,3557.0,2247.0,2173.0,21.0,960.0,9670.0,3877.0,11924.0,4169.0,16.0,19195.0,42728.0,32612.0,2934.0,2188.0,41.0,7183.0,333.0,1934.0,1886235.0,1010034.0,187.0,13.0,18.0,6647.0,11214.0,639.0,60.0,3101.0,26.0,809.0,184436.0,9462.0,166.0,3113.0,13.0,23.0,164.0,171.0,6485.0,252.0,4117.0,1368.0,153.0,2924.0,3849071.0,5971.0,3970.0,1821.0,246628.0,31186.0,741.0,169425.0,11098.0,25163.0,338.0,17722.0,234801.0,595.0,17141.0,295.0,693.0,12694.0,2600.0,,1151.0,31131.0,,19.0,1088.0,1320.0,4.0,364.0,239.0,83.0,1649.0,53240.0,792162.0,3098.0,1026.0,409.0,8303.0,1903.0,1521.0,632.0,,202.0,947.0,337.0,2079.0,150785.0,,9511.0,59.0,193.0,3.0,11.0,8151.0,411.0,242.0,29.0,,3448.0,47714.0,20.0,1154.0,1309.0,970.0,12233.0,,2241611.0,,3154.0,26.0,8545.0,8712.0,16016.0,93983.0,,643.0,15463.0,8.0,1090.0,187400.0,21340.0,,25986.0,34974.0,1531.0,67195.0,480.0,20290.0,467673.0,431.0,6.0,,15.0,19.0,41.0,1.0,26.0,,697.0,513.0,98869.0,4249.0,11741.0,11.0,946.0,37527.0,77.0,1528.0,1485.0,,2289.0,45973.0,1087674.0,11776.0,1473.0,250038.0,1835.0,6081.0,90.0,44220.0,30930.0,125.0,4453.0,509.0,3112.0,24.0,487.0,,,117.0,1087.0,169218.0,,12.0,,606.0,24901.0,38268.0,263104.0,1935202.0,71.0,2037323.0,834.0,,,12.0,2145.0,329.0,,482.0,1154.0,279.0
2020-06-09,6736701.0,19551.0,187924.0,1212.0,10050.0,,852.0,88.0,3.0,25.0,29703.0,13130.0,101.0,1323798.0,7255.0,13604.0,6860.0,103.0,14383.0,65769.0,92.0,46868.0,59689.0,19.0,268.0,141.0,59.0,12728.0,7.0,2646.0,40.0,645771.0,8.0,141.0,2711.0,889.0,83.0,126.0,7958.0,94324.0,542.0,164.0,1742.0,837.0,127745.0,84629.0,36635.0,71.0,683.0,,1228.0,3557.0,2247.0,2173.0,21.0,960.0,9670.0,3877.0,11924.0,4169.0,16.0,19195.0,42728.0,32612.0,2934.0,2188.0,41.0,7183.0,333.0,1934.0,1886235.0,1010034.0,187.0,13.0,18.0,6647.0,11214.0,639.0,60.0,3101.0,26.0,809.0,184436.0,9462.0,166.0,3113.0,13.0,23.0,164.0,171.0,6485.0,252.0,4117.0,1368.0,153.0,2924.0,3849071.0,5971.0,3970.0,1821.0,246628.0,31186.0,741.0,169425.0,11098.0,25163.0,338.0,17722.0,234801.0,595.0,17141.0,295.0,693.0,12694.0,2600.0,,1151.0,31131.0,,19.0,1088.0,1320.0,4.0,364.0,239.0,83.0,1649.0,53240.0,792162.0,3098.0,1026.0,409.0,8303.0,1903.0,1521.0,632.0,,202.0,947.0,337.0,2079.0,150785.0,,9511.0,59.0,193.0,3.0,11.0,8151.0,411.0,242.0,29.0,,3448.0,47714.0,20.0,1154.0,1309.0,970.0,12233.0,,2241611.0,,3154.0,26.0,8545.0,8712.0,16016.0,93983.0,,643.0,15463.0,8.0,1090.0,187400.0,21340.0,,25986.0,34974.0,1531.0,67195.0,480.0,20290.0,467673.0,431.0,6.0,,15.0,19.0,41.0,1.0,26.0,,697.0,513.0,98869.0,4249.0,11741.0,11.0,946.0,37527.0,77.0,1528.0,1485.0,,2289.0,45973.0,1087674.0,11776.0,1473.0,250038.0,1835.0,6081.0,90.0,44220.0,30930.0,125.0,4453.0,509.0,3112.0,24.0,487.0,,,117.0,1087.0,169218.0,,12.0,,606.0,24901.0,38268.0,263104.0,1935202.0,71.0,2037323.0,834.0,,,12.0,2145.0,329.0,,482.0,1154.0,279.0
